ACCE_ABSORB_COST	Pret Absorbtie: %d
STAT_TOOLTIP_TAB_CHARACTER	Caracter
STAT_TOOLTIP_TAB_EMOTICON	Emoþii
STAT_TOOLTIP_TAB_QUEST	Misiuni
STAT_TOOLTIP_TAB_SKILL	Abilitãþi
SUNGMAHEE_TOWER_ENTER_FAIL_FLOOR	Mai întâi trebuie sã termini nivelul de mai jos.
SUNGMAHEE_TOWER_ENTER_RESULT_FAIL_MOUNT	Nu poþi intra în timp ce cãlãreºti.
SUNGMAHEE_TOWER_ENTER_RESULT_FAIL_NOT_ENOUGH_CONQUEROR_LEVEL	Trebuie sã ai cel puþin un Nivel Campion pentru a intra.
SUNGMAHEE_TOWER_ENTER_RESULT_FAIL_NOT_ENOUGH_ITEM	Ai nevoie de Banner Craniu pentru a intra.
SUNGMAHEE_TOWER_ENTER_RESULT_FAIL_PARTY	În Turn Sung Mahi nu poþi intra în grup.
SUNGMAHEE_TOWER_ENTER_RESULT_FAIL_POLYMORPH	Nu poþi intra cât timp eºti transformat.
SUNGMAHEE_TOWER_FLOOR_TEXT	Nivel {0}
SUNGMAHEE_TOWER_MY_RANK_TEXT	Rang {0}
SYMBOLLIST_TITLE	Anunþã steagul breslei
TARGET_BUTTON_ACCEPT_FIGHT	Aprobã
TARGET_BUTTON_AVENGE	Rãzbunare
TARGET_BUTTON_BLOCK	Blocheazã
TARGET_BUTTON_BLOCK_REMOVE	Deblocheazã
TARGET_BUTTON_BUILDING_DESTROY	Distruge
TARGET_BUTTON_DISMOUNT	Descalecã
TARGET_BUTTON_EMOTION_ALLOW	Emoþii
TARGET_BUTTON_EXCHANGE	Negociazã
TARGET_BUTTON_EXCLUDE	Exclude
TARGET_BUTTON_EXIT_OBSERVER	Închide modul spectator
TARGET_BUTTON_FIGHT	Duel
TARGET_BUTTON_FRIEND	Prieten
TARGET_BUTTON_INVITE_GUILD	Invitaþia breslei
TARGET_BUTTON_INVITE_PARTY	Invitaþia grupei
TARGET_BUTTON_LEAVE_PARTY	Pãrãseºte grupa
TARGET_BUTTON_REQUEST_ENTER_PARTY	Alãturã-te grupei
TARGET_BUTTON_REVIVE	Învie
TARGET_BUTTON_VIEW_EQUIPMENT	Armament
TARGET_BUTTON_WHISPER	ªoaptã
TARGET_LEVEL_BOSS	Boss
TARGET_LEVEL_KING	Categoria 5.
TARGET_LEVEL_KNIGHT	Categoria 3.
TARGET_LEVEL_PAWN	Categoria 1
TARGET_LEVEL_S_KNIGHT	Categoria 4
TARGET_LEVEL_S_PAWN	Categoria 2
TARGET_TOOLTIP_ATTACK_COUNT	Lovituri Totale: %d
TASKBAR_ATTACK	Atacã
TASKBAR_AUTO	Atacã automat
TASKBAR_CAMERA	Camerã
TASKBAR_EXP	Experienþã
TASKBAR_HP	PV
TASKBAR_MOVE	Miºca
TASKBAR_SKILL	Calificare
TASKBAR_SP	PM
TASKBAR_ST	AP
TENTH_COIN	Monede Aniversare
TENTH_EVENT_ASK_EXCHANGE	Ai nevoie de %d Steaguri Aniversare. Doreºti sã continui?
THING_COUNT	toate
TIGER_COIN_ITEM_USE_QUESTION	Poþi sã schimbi voucherul tãu pentru Monede Tigru. Doreºti sã continui?
TOOLTIP_AFFECT_ATT_GRADE_DOWN	Reduce dauna	SNA
TOOLTIP_AFFECT_CHEONUN	Abis	SNA
TOOLTIP_AFFECT_CONFUSION	Eºti in stare de necunoºtinþã.
TOOLTIP_AFFECT_CRITICAL_GRADE_DOWN	Reduce ºansa la loviturã criticã	SNA
TOOLTIP_AFFECT_CZ_UNLIMIT_ENTER	Marca Gardienilor	SNA
TOOLTIP_AFFECT_DEFENSEWAVE_LASER	Raza hidro nu a putut fi opritã.
TOOLTIP_AFFECT_DEF_GRADE_DOWN	Reduce apãrarea	SNA
TOOLTIP_AFFECT_ELECTRIC_SHOCK	Fulger
TOOLTIP_AFFECT_FISHING_GOLD_TUNA	Bonus Ton Auriu	SNA
TOOLTIP_AFFECT_FISHING_MOVE_SPEED_DOWN	Hainã Udã\nVitezã de miºcare -50	SNA
TOOLTIP_AFFECT_FLAG_CANNOT_ATTACK	Atacurile normale sunt blocate
TOOLTIP_AFFECT_FLAG_CANNOT_USE_SKILL	Abilitãþile sunt blocate
TOOLTIP_AFFECT_GARRISON_BUFF	Imun la Prezenþa Sung Mahi	SNA
TOOLTIP_AFFECT_GARRISON_DEBUFF	Prezenþa Sung Mahi	SNA
TOOLTIP_AFFECT_LATE_SUMMER_EVENT_BUFF	Suflete (%d/20)	SA
TOOLTIP_AFFECT_LATE_SUMMER_EVENT_PRIMIUM_BUFF	Suflete Rare (%d/150)	SA
TOOLTIP_AFFECT_MI_BUFF	Suport Ocupare \n%s
TOOLTIP_AFFECT_MOUNT_FALL	Alunecare de pe mount	SNA
TOOLTIP_AFFECT_POLYMORPH	Transformã	SNA
TOOLTIP_AFFECT_PREMIUM_PRIVATE_SHOP	Magazin Premium Personal	SNA
TOOLTIP_AFFECT_RCAST_SPEED	Mãreºte calmarea	SNA
TOOLTIP_AFFECT_RED_DRAGONLAIR_BUFF	Rezistenþã la Daune Abilitate +15% Rezistenþã la Daune Atac normal +15%
TOOLTIP_AFFECT_RESEARCHER_ELIXIR	Elixirul Explorãrii	SNA
TOOLTIP_AFFECT_RHP_REGEN	Nu se poate regenera	SNA
TOOLTIP_AFFECT_SAFEBOX_BUFF_01	Bonus Stocare\n+3% EXP	SNA
TOOLTIP_AFFECT_SAFEBOX_BUFF_02	Bonus Stocare\n+20 apãrare	SNA
TOOLTIP_AFFECT_SAFEBOX_BUFF_03	Bonus Stocare\n+1% puncte de viaþã	SNA
TOOLTIP_AFFECT_SAFEBOX_BUFF_04	Bonus Stocare\n+3% putere împotriva monºtrilor	SNA
TOOLTIP_AFFECT_SET_ITEM_1	Set Bonus Sfânt	SNA
TOOLTIP_AFFECT_SET_ITEM_2	Set Bonus Glorios	SNA
TOOLTIP_AFFECT_SET_ITEM_3	Set Bonus Cavaler	SNA
TOOLTIP_AFFECT_SET_ITEM_4	Set Bonus Roial	SNA
TOOLTIP_AFFECT_SET_ITEM_5	Set Bonus Maiestuos	SNA
TOOLTIP_AFFECT_SUNGMAHEE_TOWER_CURSE	Blestem Sung Mahi (suprapus de %d ori) Fiecare suprapunere scade PV cu 10%% la fiecare 10 secunde. Se poate suprapune de pânã la 10 ori.	SA
TOOLTIP_AFFECT_SUNGMA_DESC	Sung Mahi va pãtrunde în acest loc.
TOOLTIP_AFFECT_SUNGMA_HP	Voinþa Sung Ma (VIT): %d
TOOLTIP_AFFECT_SUNGMA_IMMUNE	Voinþa Sung Ma (INT): %d
TOOLTIP_AFFECT_SUNGMA_MOVE	Voinþa Sung Ma (RES): %d
TOOLTIP_AFFECT_SUNGMA_STR	Voinþa Sung Ma (STR): %d
TOOLTIP_AFFECT_WORLD_BOSS_DAILY_REWARD	Bonus misiune zilnicã eveniment ºeful lumii\n valoare de atac +%d%%	SA
TOOLTIP_AFFECT_WORLD_BOSS_REWARD	Bonus rang eveniment ºeful lumii\n drop obiect +%d	SA
TOOLTIP_ALIGNMENT_DAMAGE_BONUS	Daunele cresc la punctele mai mici de rang.	SNA
TOOLTIP_ANTI_CRITICAL_PCT	Rezistenþã la lovitura criticã +%d%%	SA
TOOLTIP_ANTI_PENETRATE_PCT	Rezistenþã la lovitura pãtrunzãtoare +%d%%	SA
TOOLTIP_ANTI_SELL	Nu poate fi vândut în magazin.
TOOLTIP_APPLY_ACCEDRAIN_RATE	Ratã de absorbþie: %d%%	SA
TOOLTIP_APPLY_ATTBONUS_ANIMAL	Tare împotriva animalelor +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_ASSASSIN	Tare împotriva ninja +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_BELL	Vulnerabil Apãrare Clopot +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_BOW	Vulnerabil Apãrare Sãgeatã +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_CLAW	Vulnerabil Apãrare Ghearã +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_CZ	Tare împotriva Monºtrilor Zodiac +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_DAGGER	Vulnerabil Apãrare Pumnal +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_DESERT	Tare împotriva Monºtrilor Deºertului +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_DEVIL	Tare împotriva diavolului +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_FAN	Vulnerabil Apãrare Evantai +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_HUMAN	Tare împotriva semi-oamenilor +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_INSECT	Tare împotriva Insectelor +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_MILGYO	Tare împotriva esotericilor +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_MONSTER	Tare împotriva monºtrilor +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_ORC	Tare împotriva orcilor +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_SHAMAN	Tare împotriva ºamanilor +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_SURA	Tare împotriva sura +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_SWORD	Vulnerabil Apãrare Sabie +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_TWOHAND	Vulnerabil Apãrare Douã Mâini +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_UNDEAD	Puternic împotriva vampirilor +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_WARRIOR	Tare împotriva rãzboinicilor +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_WOLFMAN	Puternic impotriva Lycanilor + %d%%	SA
TOOLTIP_APPLY_BLEEDING_PCT	Atac sangeros + %d%%	SA
TOOLTIP_APPLY_BLEEDING_REDUCE	Rezistenta impotriva atacului sangeros + %d%%	SA
TOOLTIP_APPLY_BLOCK	ªansa de a bloca un atac corporal +%d%%	SA
TOOLTIP_APPLY_COMBAT_SP_RECOVER	Reface în luptã PM la interval de 5 sec. %d	SA
TOOLTIP_APPLY_CRITICAL_PCT	ªansa de loviturã criticã +%d%%	SA
TOOLTIP_APPLY_DAMAGE_SP_RECOVER	ªansã %d%% de a primi înapoi PM la lovituri reuºite	SA
TOOLTIP_APPLY_DODGE	ªansã %d%% de a evita atacul cu sãgeþi	SA
TOOLTIP_APPLY_ENCHANT_DARK	Puterea Întunecatã +%d%%	SA
TOOLTIP_APPLY_ENCHANT_DARK2	Puterea Întunecatã +%d%% - +%d%%
TOOLTIP_APPLY_ENCHANT_EARTH	Puterea Pãmântului +%d%%	SA
TOOLTIP_APPLY_ENCHANT_EARTH2	Puterea Pãmântului +%d%% - +%d%%
TOOLTIP_APPLY_ENCHANT_ELECT	Puterea Fulgerului +%d%%	SA
TOOLTIP_APPLY_ENCHANT_ELECT2	Puterea Fulgerului +%d%% - +%d%%
TOOLTIP_APPLY_ENCHANT_FIRE	Puterea Focului +%d%%	SA
TOOLTIP_APPLY_ENCHANT_FIRE2	Puterea Focului +%d%% - +%d%%
TOOLTIP_APPLY_ENCHANT_ICE	Puterea Gheþii +%d%%	SA
TOOLTIP_APPLY_ENCHANT_ICE2	Puterea Gheþii +%d%% - +%d%%
TOOLTIP_APPLY_ENCHANT_WIND	Puterea Vântului +%d%%	SA
TOOLTIP_APPLY_ENCHANT_WIND2	Puterea Vântului +%d%% - +%d%%
TOOLTIP_APPLY_EXP_DOUBLE_BONUS	ªansã %d%% la bonus-EXP	SA
TOOLTIP_APPLY_GOLD_DOUBLE_BONUS	ªansã %d%% de a arunca de douã ori mai mult Yang	SA
TOOLTIP_APPLY_IMMUNE_BLEEDING100	Imun la sângerare	SNA
TOOLTIP_APPLY_IMMUNE_FALL	Imun la cãzãturã	SNA
TOOLTIP_APPLY_IMMUNE_POISON100	Imun la otravã	SNA
TOOLTIP_APPLY_IMMUNE_SLOW	Apãrare împotriva încetinirii	SNA
TOOLTIP_APPLY_IMMUNE_STUN	Apãrare împotriva necunoºtinþei	SNA
TOOLTIP_APPLY_ITEM_DROP_BONUS	ªansã %d%% de a arunca de 2 ori mai multe obiecte	SA
TOOLTIP_APPLY_KILL_HP_RECOVER	ªansã %d%% de a reface PV	SA
TOOLTIP_APPLY_KILL_SP_RECOVER	ªansã %d%% de a reface PM	SA
TOOLTIP_APPLY_MANA_BURN_PCT	%d%% ºansã de a jefui SP	SA
TOOLTIP_APPLY_MAX_HP_PCT	Max. PV +%d%%	SA
TOOLTIP_APPLY_MAX_SP_PCT	Max. PM +%d%%	SA
TOOLTIP_APPLY_NOAFFECT	Fãrã efect
TOOLTIP_APPLY_NO_DEATH_PENALTY	Nu vei pierde puncte de experienþã dacã iti vei invia caracterul in locul in care a murit.	SNA
TOOLTIP_APPLY_NO_DEATH_PENALTY_PLUS	Zeul Dragon te ia sub aripile sale protectoare. Dacã vei învia pe navã, nu vei pierde puncte de experienþã.	SNA
TOOLTIP_APPLY_PENETRATE_PCT	ªansã %d%% la lovituri pãtrunzãtoare	SA
TOOLTIP_APPLY_POISON_PCT	ªansã de otrãvire %d%%	SA
TOOLTIP_APPLY_POISON_REDUCE	Rezistenþa la otravã %d%%	SA
TOOLTIP_APPLY_POTION_BONUS	%d%% creºtere efect al licorii	SA
TOOLTIP_APPLY_REFLECT_CURSE	ªansa %d%% de a reflecta un blestem	SA
TOOLTIP_APPLY_REFLECT_MELEE	%d%% ºansã de a reflecta loviturile atacului corporal	SA
TOOLTIP_APPLY_RESIST_ASSASSIN	ªansa de apãrare împotriva atacului ninja %d%%	SA
TOOLTIP_APPLY_RESIST_BELL	Apãrare clopot %d%%	SA
TOOLTIP_APPLY_RESIST_CLAW	Apãrare Ghearã +%d%%	SA
TOOLTIP_APPLY_RESIST_DAGGER	Apãrare pumnal %d%%	SA
TOOLTIP_APPLY_RESIST_FAN	Apãrare evantai %d%%	SA
TOOLTIP_APPLY_RESIST_HUMAN	Rezistenþã vs Semi-Oameni %d%%	SA
TOOLTIP_APPLY_RESIST_MOUNT_FALL	Rezistenþã la alunecare +%d%%	SA
TOOLTIP_APPLY_RESIST_SHAMAN	ªansa de apãrare împotriva atacului ºamanilor %d%%	SA
TOOLTIP_APPLY_RESIST_SURA	ªansa de apãrare împotriva atacului sura %d%%	SA
TOOLTIP_APPLY_RESIST_SWORD	Apãrare cu sabia %d%%	SA
TOOLTIP_APPLY_RESIST_TWOHAND	Apãrare cu douã mâini %d%%	SA
TOOLTIP_APPLY_RESIST_WARRIOR	ªansã de apãrare împotriva atacului rãzboinicilor: %d%%	SA
TOOLTIP_APPLY_RESIST_WIND	Rezistenþa vântului %d%%	SA
TOOLTIP_APPLY_RESIST_WOLFMAN	ªansa de apãrare împotriva atacului Lycan %d%%	SA
TOOLTIP_APPLY_SKILL_BOOK_BONUS	ªansa de a învãþa din cãrþi de 2,5 ori mai bunã	SNA
TOOLTIP_APPLY_SKILL_BOOK_NO_DELAY	Dacã învãþatul nu reuºeºte, ai încã o încercare gratuitã.	SNA
TOOLTIP_APPLY_SLOW_PCT	ªansã de încetinire %d%%	SA
TOOLTIP_APPLY_STEAL_HP	%d%% daune vor fi absorbite de PV.	SA
TOOLTIP_APPLY_STEAL_SP	%d%% daune vor fi absorbite de PM.	SA
TOOLTIP_APPLY_STUN_PCT	ªansa de blocare %d%%	SA
TOOLTIP_ARMOR	Armurã
TOOLTIP_ARROW	Sãgeatã
TOOLTIP_ASSASSIN	Ninja
TOOLTIP_ATTBONUS_PER_ANIMAL	Tare împotriva Animale (+%d%% din valoarea totalã)	SA
TOOLTIP_ATTBONUS_PER_CZ	Tare împotriva Monºtri Zodiac (+%d%% din valoarea totalã)	SA
TOOLTIP_ATTBONUS_PER_DESERT	Tare împotriva Monºtri Deºert (+%d%% din valoarea totalã)	SA
TOOLTIP_ATTBONUS_PER_DEVIL	Tare împotriva Diavoli (+%d%% din valoarea totalã)	SA
TOOLTIP_ATTBONUS_PER_HUMAN	Tare împotriva Semi-Oameni (+%d%% din valoarea totalã)	SA
TOOLTIP_ATTBONUS_PER_INSECT	Tare împotriva Insecte (+%d%% din valoarea totalã)	SA
TOOLTIP_ATTBONUS_PER_MILGYO	Tare împotriva Mistici (+%d%% din valoarea totalã)	SA
TOOLTIP_ATTBONUS_PER_MONSTER	Putere împotriva Monºtri (+%d%% din valoarea totalã)	SA
TOOLTIP_ATTBONUS_PER_ORC	Tare împotriva Orci (+%d%% din valoarea totalã)	SA
TOOLTIP_ATTBONUS_PER_STONE	Tare împotriva Pietre Metin (+%d%% din valoarea totalã)	SA
TOOLTIP_ATTBONUS_PER_UNDEAD	Tare împotriva Vampiri (+%d%% din valoarea totalã)	SA
TOOLTIP_ATTBONUS_STONE	+%d%% putere împotriva pietrelor Metin	SA
TOOLTIP_ATT_GRADE	Valoarea atacului +%d	SA
TOOLTIP_ATT_SPEED	Viteza de atac +%d%%	SA
TOOLTIP_ATT_SPEED_SLOW	Viteza atacului redusã	SNA
TOOLTIP_AUTO_PICKUP	Ai ºansa de %d%% de a aduna automat obiecte din apropiere timp de 30 de secunde	SA
TOOLTIP_AUTO_POTION_HP	Elixirul Soarelui
TOOLTIP_AUTO_POTION_REST	A mai ramas: %.2f%%
TOOLTIP_AUTO_POTION_SP	Elixirul Lunii
TOOLTIP_AUTO_POTION_USING	Activ
TOOLTIP_AUTO_SYSTEM_PRIMIUM	Atac-Automat	SNA
TOOLTIP_BATTLE_POTION	Zonã de Rãzboi Licoare de Luptã	SNA
TOOLTIP_BATTLE_ROYALE_AFFECT_INFINITE_STAMINA	Rezistenþã Infinitã	SNA
TOOLTIP_BATTLE_ROYALE_AFFECT_MOVE_SPEED	Vitezã de miºcare crescutã	SNA
TOOLTIP_BATTLE_ROYALE_AFFECT_SLOW	Vitezã de miºcare scãzutã	SNA
TOOLTIP_BOW_DISTANCE	Autonomia arcului +%dm	SA
TOOLTIP_BUYPRICE	Preþ: %s
TOOLTIP_CAST_SPEED	Viteza farmecului +%d%%	SA
TOOLTIP_CON	Vitalitate +%d	SA
TOOLTIP_COSTUME_ATTR_BONUS	Bonus costum %d%%	SA
TOOLTIP_CURSE_OF_ELEMENTAL	Blestem Elemente (%d suprapus) PV-ul tãu se epuizeazã. Se poate suprapune de pânã la 10 ori.	SA
TOOLTIP_DAMAGE_HP_RECOVERY	Absorbþie %d%% daune în PV	SA
TOOLTIP_DAMAGE_SP_RECOVERY	Absorbþie %d%% daune în PM	SA
TOOLTIP_DEF_GRADE	Apãrare +%d	SA
TOOLTIP_DEX	Dexteritate +%d	SA
TOOLTIP_DISMOUNT_MOVE_SPEED_BONUS_PER	La coborârea de pe mount, viteza de miºcare este crescutã cu %d%% timp de 10 secunde	SA
TOOLTIP_DRAGON_SOUL_DECK1	Cer	SNA
TOOLTIP_DRAGON_SOUL_DECK2	Pãmânt	SNA
TOOLTIP_DS_SET	Efect Set SPD	SNA
TOOLTIP_EAR	Cercel
TOOLTIP_ENCHANT_PER_DARK	Puterea Întunecatã (+%d%% din valoarea totalã)	SA
TOOLTIP_ENCHANT_PER_EARTH	Puterea Pãmântului (+%d%% din valoarea totalã)	SA
TOOLTIP_ENCHANT_PER_ELECT	Puterea Fulgerului (+%d%% din valoarea totalã)	SA
TOOLTIP_ENCHANT_PER_FIRE	Puterea Focului (+%d%% din valoarea totalã)	SA
TOOLTIP_ENCHANT_PER_ICE	Puterea Gheþii (+%d%% din valoarea totalã)	SA
TOOLTIP_ENCHANT_PER_WIND	Puterea Vântului (+%d%% din valoarea totalã)	SA
TOOLTIP_ENERGY	Energie %d	SA
TOOLTIP_ETC	etc.
TOOLTIP_EXP_BONUS_EVENT	EXP +%d%%	SA
TOOLTIP_FIFTH_ATTRIBUTE_BONUS	al 5lea bonus +%d%%	SA
TOOLTIP_FIRST_ATTRIBUTE_BONUS	1 bonus +%d%%	SA
TOOLTIP_FISHINGROD_EXP	Puncte: %d / %d
TOOLTIP_FISHINGROD_LEVEL	Nivel: %d
TOOLTIP_FISHINGROD_UPGRADE1	Dã-o pescarului
TOOLTIP_FISHINGROD_UPGRADE2	pentru a realiza din ea
TOOLTIP_FISHINGROD_UPGRADE3	undiþã
TOOLTIP_FISH_LEN	Lungime: %.2fcm
TOOLTIP_FLOWER_EVENT_SHOOT_ENVELOPE	Seminþe de Flori
TOOLTIP_FOURTH_ATTRIBUTE_BONUS	al 4lea bonus +%d%%	SA
TOOLTIP_GLOVE	Mãnuºi
TOOLTIP_GUILD_SKILL_ACCEL	Accelerare +%d	SA
TOOLTIP_GUILD_SKILL_BLESS	Binecuvântarea Zeului Dragon +%d	SA
TOOLTIP_GUILD_SKILL_BLOOD	Sângele Zeului Dragon +%d	SA
TOOLTIP_GUILD_SKILL_BUNNO	Mânia Zeului Dragon +%d%%	SA
TOOLTIP_GUILD_SKILL_JUMUN	Ajutor Fermecat +%d%%	SA
TOOLTIP_GUILD_SKILL_SEONGHWI	Armurã Sfântã +%d	SA
TOOLTIP_HALLOWEEN_EVENT_BUFF	+20% EXP | +5% drop obiecte | +10% putere împotriva monºtrilor	SNA
TOOLTIP_HELMET	Coif
TOOLTIP_HIT_AUTO_HP_RECOVERY	În timpul luptei primeºti efectul Elixirul Soarelui	SNA
TOOLTIP_HIT_AUTO_SP_RECOVERY	În timpul luptei primeºti efectul Elixirul Lunii	SNA
TOOLTIP_HIT_BUFF_ENCHANT_DARK	Obþine Puterea Întunecatã pentru %d sec. în luptã	SA
TOOLTIP_HIT_BUFF_ENCHANT_EARTH	Obþine Puterea Pãmânt pentru %d sec. în luptã	SA
TOOLTIP_HIT_BUFF_ENCHANT_ELEC	Obþine Puterea Fulger pentru %d sec. în luptã	SA
TOOLTIP_HIT_BUFF_ENCHANT_FIRE	Obþine Puterea Focului pentru %d sec. în luptã	SA
TOOLTIP_HIT_BUFF_ENCHANT_ICE	Obþine Puterea Gheþii pentru %d sec. în luptã	SA
TOOLTIP_HIT_BUFF_ENCHANT_WIND	Obþine Puterea Vântului pentru %d sec. în luptã	SA
TOOLTIP_HIT_BUFF_RESIST_DARK	Obþine Rezist. la Întuneric pentru %d sec. în luptã	SA
TOOLTIP_HIT_BUFF_RESIST_EARTH	Obþine Rezist. la Pãmânt pentru %d sec. în luptã	SA
TOOLTIP_HIT_BUFF_RESIST_ELEC	Obþine Rezist. la Fulger pentru %d sec. în luptã	SA
TOOLTIP_HIT_BUFF_RESIST_FIRE	Obþine Rezist. la Foc pentru %d sec. în luptã	SA
TOOLTIP_HIT_BUFF_RESIST_ICE	Obþine Rezist. la Gheaþã pentru %d sec. în luptã	SA
TOOLTIP_HIT_BUFF_RESIST_WIND	Obþine Rezist. la Vânt pentru %d sec. în luptã	SA
TOOLTIP_HIT_BUFF_SUNGMA_HP	Creºte voinþa Sung Ma (VIT) în lupta cu 15 timp de %dsecunde	SA
TOOLTIP_HIT_BUFF_SUNGMA_IMMUNE	Creºte voinþa Sung Ma (INT) în lupta cu 15 timp de %dsecunde	SA
TOOLTIP_HIT_BUFF_SUNGMA_MOVE	Creºte voinþa Sung Ma (RES) în lupta cu 15 timp de %dsecunde	SA
TOOLTIP_HIT_BUFF_SUNGMA_STR	Creºte voinþa Sung Ma (STR) în lupta cu 15 timp de %dsecunde	SA
TOOLTIP_HIT_PCT	Precizie +%d	SA
TOOLTIP_HIT_STONE_ATTBONUS_STONE	Când ataci o piatrã Metin, primeºti +%d%% daune (Puternic împotriva pietrelor Metin) timp de 5 secunde	SA
TOOLTIP_HIT_STONE_DEF_GRADE_BONUS	Când ataci o piatrã Metin, primeºti +%d apãrare timp de 5 secunde	SA
TOOLTIP_HP_REGEN	Regenerarea PV +%d%%	SA
TOOLTIP_INSIGHT_SKILL_LEVEL	Nivel actual: %d
TOOLTIP_INT	Inteligenþã +%d	SA
TOOLTIP_ITEM_ATT_GRADE	Valoarea atacului %d
TOOLTIP_ITEM_ATT_POWER	Valoarea atacului %d - %d
TOOLTIP_ITEM_ATT_POWER_ONE_ARG	Valoarea atacului %d
TOOLTIP_ITEM_ATT_POWER_REFINE	Valoarea atacului %d - %d (+%d)
TOOLTIP_ITEM_ATT_SPEED	Viteza de atac %s
TOOLTIP_ITEM_DEF_GRADE	Apãrare %d
TOOLTIP_ITEM_FAST	Repede
TOOLTIP_ITEM_LIMIT_CON	Limita superioarã a vitalitãþii %d
TOOLTIP_ITEM_LIMIT_DEX	Limita Superioarã a Dexteritãþii: %d
TOOLTIP_ITEM_LIMIT_INT	Limita superioarã a inteligenþei: %d
TOOLTIP_ITEM_LIMIT_LEVEL	De la nivelul: %d
TOOLTIP_ITEM_LIMIT_NEWWORLD_LEVEL	Nivel Campion Minim: %d
TOOLTIP_ITEM_LIMIT_STR	Limita superioarã a Puterii: %d
TOOLTIP_ITEM_MAGIC_ATT_POWER	Valoarea atacului magic %d - %d
TOOLTIP_ITEM_MAGIC_ATT_POWER_ONE_ARG	Valoarea atacului magic %d
TOOLTIP_ITEM_MAGIC_DEF_POWER	Apãrare magicã %d
TOOLTIP_ITEM_NORMAL	Normal
TOOLTIP_ITEM_SLOW	Încet
TOOLTIP_ITEM_VERY_FAST	Foarte repede
TOOLTIP_ITEM_VERY_SLOW	Foarte încet
TOOLTIP_ITEM_WEARABLE_JOB	[ echipabil ]
TOOLTIP_KILL_BOSS_ITEM_BONUS	Când un ºef este învins, ºansa ta de drop creºte cu %d%%	SA
TOOLTIP_LOTTERY_STEP_NUMBER	%d
TOOLTIP_LOTTO_NUMBER	Numãr norocos: %d
TOOLTIP_MAGIC_ATTBONUS_PER	Atac magic +%d%%	SA
TOOLTIP_MAGIC_ATT_GRADE	Valoarea atacului magic +%d	SA
TOOLTIP_MAGIC_DEF_GRADE	Apãrare magicã +%d	SA
TOOLTIP_MALL_ATTBONUS	Valoarea atacului +%d%%	SA
TOOLTIP_MALL_ATTBONUS_STATIC	Valoarea Atacului	SNA
TOOLTIP_MALL_AUTOLOOT	Yang este însuºit automat.	SNA
TOOLTIP_MALL_DEFBONUS	Apãrare +%d%%	SA
TOOLTIP_MALL_DEFBONUS_STATIC	Apãrare 	SNA
TOOLTIP_MALL_EXPBONUS	EXP +%d%%	SA
TOOLTIP_MALL_EXPBONUS_P_STATIC	iCafe EXP-Bonus +%d%%	SA
TOOLTIP_MALL_EXPBONUS_STATIC	50% mai mult EXP	SNA
TOOLTIP_MALL_FISH_MIND	ªansa de a prinde un peºte este mai mare.	SNA
TOOLTIP_MALL_GOLDBONUS	ªansa de drop Yang a crescut cu %d%%	SA
TOOLTIP_MALL_GOLDBONUS_STATIC	Sansa de drop Yang dublatã	SNA
TOOLTIP_MALL_ITEMBONUS	ªansa de drop obiect a crescut cu %d%%	SA
TOOLTIP_MALL_ITEMBONUS_P_STATIC	iCafe ªansa de a aduna obiecte plus %.1f%%	SA
TOOLTIP_MALL_ITEMBONUS_STATIC	ªansa de drop obiect a crescut cu 200%.	SNA
TOOLTIP_MALL_MARRIAGE_FAST	Punctele de dragoste cresc mai repede.	SNA
TOOLTIP_MALL_SAFEBOX	Mai mult spaþiu de depozitare stã la dispoziþie.	SNA
TOOLTIP_MAX_HP	Max. PV +%d	SA
TOOLTIP_MAX_HP_PCT	Max. PV +%d%%	SA
TOOLTIP_MAX_SP	Max. PM +%d	SA
TOOLTIP_MAX_SP_PCT	Max. PM +%d%%	SA
TOOLTIP_MAX_STAMINA	Rezistenþã max. +%d	SA
TOOLTIP_MELEE_MAGIC_ATTBONUS_PER	Atac cu arma/magic +%d%%	SA
TOOLTIP_MEMORIZED_POSITION	%s(%d, %d)
TOOLTIP_MEMORIZED_POSITION_ERROR	EROARE-GPS(%d, %d)
